record_id,type,sub_type,listPrice,price_tier,price_per_sqft,sqft,lot_sqft,lot_size_tier,beds,baths,baths_full,garage,stories,bed_bath_config,year_built,property_age,property_era,is_new_construction,listing_description,listing_text_word_count,listing_text_richness,data_source,scrape_date,dataset_version
c66362726dbfed,Single Family,,375000.0,Upper-Mid ($350-500K),294.35,1274.0,6882.0,Standard (3K-10.9K sqft / <0.25ac),4,3,3,2,1,4BR / 3BA,2021,5,Near New (3-10 yrs),1,"This [Redacted Builder/Agency] resale is like brand new - with all the SMART Series upgrades! Huge windows in the living area offer ample natural light. The main floor is open concept, with a large dining area, a generous kitchen island, and plenty of room for entertaining. The living room has a ceiling fan and an electric fireplace. The kitchen pantry offers extra storage space. The primary suite has a private bathroom with walk-in shower and attached walk-in closet. Main floor laundry for your convenience. The lower level was finished by the builder and matches impeccably with two additional bedrooms and a full bathroom. Plenty of storage space, too. This home is light and bright and completely move-in ready. Make it your new home today!",124,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
1f5a017cba1809,Single Family,,1095000.0,Luxury ($750K+),345.53,3169.0,16117.0,Large (0.25-1 acre),4,3,3,,,4BR / 3BA,2026,0,New Build (0-2 yrs),1,"To Be Built - Thoughtfully designed ranch home with spacious primary suite and a great room that provides ample space for family or visitors. The lower level is designed for entertaining, featuring two additional bedrooms, a large family and recreation area, and a wet bar. A generous storage area adds convenience, while the walkout lot enhances indoor-outdoor living. Floor plans and renderings are conceptual, and the final build may vary. Construction start and completion dates are TBD on Lot 41, with work beginning upon an accepted offer. [Redacted Contact].",89,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
bf39a527a980c8,Single Family,,405000.0,Upper-Mid ($350-500K),294.76,1374.0,8189.0,Standard (3K-10.9K sqft / <0.25ac),4,3,2,2,1,4BR / 3BA,2022,4,Near New (3-10 yrs),0,"Immaculate 2022-built ranch home in the heart of Ankeny, offering over 2,300 sq. ft. of beautifully finished living space! This fully upgraded home feature 4 bedrooms and 3 bathrooms, designed with modern comfort and quality in mind - from premium flooring to high-end cabinetry and finished. The main level welcomes you with a bright and open living room highlighted by a cozy fireplace. The stunning kitchen includes stainless steel appliances, an oversized island with upgraded countertops, and top-quality cabinetry, perfect for both everyday living and entertaining. The main floor also offers two bedrooms, including a spacious master suite, along with a second full bath and a convenient laundry area. Step outside to a covered deck with a ceiling fan, ideal for relaxing or hosting guests. The walk-out lower level expands your living space with a huge family room, two additional bedrooms, a full bathroom, and plenty of room for storage or future customization. Located in a new and peaceful neighborhood, this home provides the perfect setting for comfortable living and raising a family, while still being close to schools, parks, and amenities. A true move-in ready home you don't want to miss!",192,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
d948953be42bf9,Single Family,,400000.0,Upper-Mid ($350-500K),253.81,1576.0,9757.0,Standard (3K-10.9K sqft / <0.25ac),3,4,2,3,2,3BR / 4BA,2010,16,Modern (11-25 yrs),0,"Tucked away on a quiet cul-de-sac in NE Ankeny, this beautifully maintained home offers the perfect blend of style, comfort, and functionality. Step inside to vaulted ceilings and engineered hardwood floors that flow seamlessly throughout the main living space. The kitchen shines with updated appliances and a layout that connects effortlessly to the dining and living areas. Upstairs, the primary suite is a true retreat, featuring a custom walk-in closet and a private en-suite bath. Additionally, you'll find two bedrooms, a spacious full bath, and a conveniently located laundry room with storage cabinets The finished walkout lower level expands your living space with a large family room, a wet bar, 3/4 bath, and plenty of storage. Step outside to enjoy the composite covered deck, ideal for entertaining, or unwind in the hot tub on the patio below. The beautifully landscaped yard with irrigation makes outdoor living as easy as it is enjoyable.",152,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
bdd5a2e8318001,Single Family,,360000.0,Upper-Mid ($350-500K),240.16,1499.0,6098.0,Standard (3K-10.9K sqft / <0.25ac),3,2,1,2,1,3BR / 2BA,2025,1,New Build (0-2 yrs),1,"Welcome to this Waukee community of Alder Point! This neighborhood features many home plans that includes the popular Cedar ranch. This spacious main floor features open-concept living with a vaulted ceiling, fireplace and kitchen with an island and corner pantry. The main level also features three bedrooms and two baths. 15-year water proofing foundation, LVP flooring, passive radon system and more! Walking distance to [Redacted Person] and NW Waukee High! [Redacted Builder/Agency]' Preferred Lenders offer $1750 in closing costs. Not valid with any other offer and subject to change without notice.",91,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
168c2dfde5af97,Single Family,,295000.0,Mid-Market ($250-350K),135.32,2180.0,7841.0,Standard (3K-10.9K sqft / <0.25ac),3,2,2,2,,3BR / 2BA,2019,7,Near New (3-10 yrs),0,"accepted offer 4/11. still showing and accepting back up offers through contingency period. This updated home is located in a highly desirable neighborhood on a quiet road. This property offers the perfect combination of comfort, updates, and location. Inside, you'll find a welcoming layout with thoughtfully updated spaces designed for everyday living and entertaining. The home has been refreshed with modern touches while maintaining a warm and inviting feel throughout. The home is equiped with a reverse osmosis system, all appliances included, and turn-key ready. Step outside to enjoy the fully fenced-in yard, providing privacy and plenty of space for outdoor gatherings, kids, or pets to play. Whether you're relaxing after a long day or hosting friends and family, the backyard offers a great extension of the living space. You don't want to miss this opportunity!",136,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
780584035236cb,Single Family,,339990.0,Mid-Market ($250-350K),165.61,2053.0,6882.0,Standard (3K-10.9K sqft / <0.25ac),4,3,1,2,2,4BR / 3BA,2025,1,New Build (0-2 yrs),1,"Welcome to the Bellhaven in Brook Ridge - a two-story home with 4 bedrooms, 2.5 baths, and 2,053 sq. ft of living space for everyday living and entertaining. Step inside to find a versatile front flex room-ideal for a home office, playroom, or formal dining. A hallway leads to a guest half bath and an open-concept living space filled with natural light, highlighted by an electric fireplace and large windows. The kitchen boasts a large island, white cabinetry, stainless steel appliances, a walk-in pantry, and connects seamlessly to the dining area. Upstairs, you'll find a central laundry room, three spacious secondary bedrooms, and a full bath with double vanities. The private primary suite includes a walk-in shower, dual sinks, private water closet, and two walk-in closets for ultimate convenience. This home includes smart features and a full unfinished basement. Visit today for a personal tour! Ask about builder incentives with preferred lender. Photos similar to.",155,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
7d73ac59f0e651,Single Family,,188800.0,Mid-Entry ($150-250K),231.37,816.0,5280.0,Standard (3K-10.9K sqft / <0.25ac),2,1,1,1,1,2BR / 1BA,1915,111,Historic (100+ yrs),0,"Updated, BRIGHT, contemporary, efficient, affordable, KNOCK-OUT GORGEOUS 1-story living! STUNNING 2-bedroom HOME featuring open-concept kitchen & dining with appliances and pantry. Impeccable, with every inch designed for easy, low-maintenance living, comfort and style! All this home needs is YOU: newer windows, durable SmartBoard siding, modern kitchen, main-floor laundry, new vanity with granite, and more. Bring the extras, we have space with the NEW garage, cement and cement patio (2019). NEW gutters also just completed (2025). This location seals the deal desirable CORNER LOT steps to downtown, the splash pad, and the lake = putting the best of Spirit Lake at YOUR DOORSTEP. Move-in ready, modern, and effortlessly charming MUST SEE INSIDE.",111,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
8f0cef3b5ca2ca,Single Family,,379990.0,Upper-Mid ($350-500K),185.09,2053.0,16683.0,Large (0.25-1 acre),5,4,2,3,2,5BR / 4BA,2025,1,New Build (0-2 yrs),1,"[Redacted Builder/Agency], America's Builder, presents the [Redacted Person]. This home is located in our Stonebridge community in Altoona. This community is just a few blocks away from Clay Elementary School, Loupee Park, and the Spring Creek Ridge Sports Complex! - 5 YEAR TAX ABATEMENT - The Bellhaven is an open concept 2-story home that has 5 Bedrooms, 3.5 Bathrooms, & a FINISHED Basement providing over 2500 sqft of Living Space! Upon entering the [Redacted Person] you'll find a Study perfect for an office space. As you make your way through the Foyer, you'll find a spacious Great Room complete with a fireplace. The Kitchen with included Quartz countertops includes an Oversized Island overlooking the Dining & Living areas. Heading up to the second level, you'll find the Primary Bedroom featuring an ensuite bathroom & TWO large walk-in closets. The additional 3 Bedrooms, full bath, and Laundry Room round out the rest of the upper level! In the Finished Lower Level, you'll find an additional [Redacted Person]pace as well as the 5th Bed and 3rd bath. All [Redacted Builder/Agency] Iowa homes include our America's Smart Home(TM) Technology and DEAKO(R) light switches. Photos may be similar but not necessarily of subject property, including interior & exterior colors, finishes and appliances.",208,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
88b9bc333b1ca8,Condo,condo,229900.0,Mid-Entry ($150-250K),247.2,930.0,,Unknown,1,1,1,,,1BR / 1BA,2026,0,New Build (0-2 yrs),1,"New Construction Condos with a prime location in North Liberty! This 1 bed [Redacted Address] and I-380 so any sort of commute is made easy. Inside you'll find a 1 bed 1 bath condo with a spacious den and walk-in closet. Each unit has 1 detached garage stall assigned to it for parking. The convenience of the HOA also covers internet, common areas, and everything exterior. Estimated Completion is mid-May. Come check it out today!",75,Brief (30-80 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
7875bbb68cd0ae,Single Family,,419990.0,Upper-Mid ($350-500K),256.87,1635.0,,Unknown,4,3,2,3,1,4BR / 3BA,2025,1,New Build (0-2 yrs),1,"*MODEL HOME-NOT FOR SALE* [Redacted Builder/Agency], America's Builder, presents the Neuville. This home is located in our Ridgedale Heights community in Johnston. The Neuville offers 4 Bedrooms, 3 Bathrooms and a Finished Basement providing over 2200 sqft of total living space! The main living area offers spacious, open layout that provides the perfect entertainment space. The Kitchen features Quartz Countertops, large Corner Pantry & an Island overlooking the Dining & Great Room areas. Two large Bedrooms are split from the Primary Bedroom in the front of the home. In the Primary Bedroom, you'll find a large Walk-In Closet and ensuite bathroom with dual vanity sinks. As you make your way to the Finished Lower Level, you'll find another Living Space as well as the 4th Bedroom, full Bathroom, & tons of storage space! All [Redacted Builder/Agency] Iowa homes include our America's Smart Home(TM) Technology as well as [Redacted Person]) decorative plug-n-play light switches. This home is currently under construction. Photos may be similar but not necessarily of subject property, including interior and exterior colors, finishes and appliances.",177,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
481b2691bcc925,Townhome,townhouse,299990.0,Mid-Market ($250-350K),157.97,1899.0,,Unknown,3,3,3,2,1,3BR / 3BA,,,Unknown,0,"Welcome to 2609 E 50th Ct in Des Moines, Iowa. This ranch-style duplex offers 3 bedrooms, 3 bathrooms, and 1,899 sq. ft. of living space with a finished basement. Designed for comfort and convenience, the open-concept layout welcomes you with bright, airy spaces. Near the entry, a secondary bedroom and full bath are ideal for guests or a home office. The kitchen features white cabinetry, stainless steel appliances, and a large island, flowing seamlessly into the dining and great room. The great room boasts an electric fireplace and large windows. The private primary suite at the back includes an en-suite bath with dual vanity, walk-in shower, and spacious walk-in closet. The finished basement offers a third bedroom, full bath, and a large rec room with walkout access to the backyard, adding natural light and outdoor convenience. Step into your new home at Ruby Rose Twinhomes in Des Moines today! This home is currently under construction. Photos and video may be similar but not necessarily of subject property, including interior and exterior colors, finishes and appliances.",175,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
31ed41ec1804ad,Single Family,,988180.0,Luxury ($750K+),482.27,2049.0,16117.0,Large (0.25-1 acre),4,5,1,3,1,4BR / 5BA,2025,1,New Build (0-2 yrs),1,"This is a 24 hour sale. This is a custom home, so the information in the listing might not be correct as it is a custom and it was listed before plan and spec.",34,Brief (30-80 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
65cd3e51e6aa3f,Single Family,,315000.0,Mid-Market ($250-350K),258.62,1218.0,8538.0,Standard (3K-10.9K sqft / <0.25ac),2,2,1,2,1,2BR / 2BA,2025,1,New Build (0-2 yrs),1,"Welcome to the Eisenhower C Ranch by [Redacted Builder/Agency], a thoughtfully crafted retreat offering 1,218 sq ft of elegant, easy living. Nestled in the desirable Tuscany community, this ranch home blends comfort, charm, and modern design in all the right ways. An oversized two-car garage, two spacious bedrooms, and beautifully designed living areas make this plan feel both cozy and open. Sunlight pours through the large windows, creating a warm, timeless glow that highlights the home's clean lines and inviting layout. The kitchen serves as the true heart of the house-perfect for hosting, cooking, or simply enjoying a quiet morning at the coffee bar. Whether you're entertaining guests or unwinding after a long day, this space feels intentionally designed for real living. And here's an advantage you won't want to miss: special builder-paid financing with the preferred lender designed to secure you a lower monthly payment. It's an opportunity to elevate your lifestyle while keeping your budget working in your favor. Eligible for USDA financing-100% financing with NO MONEY DOWN for those who qualify! If this home isn't the perfect fit, explore additional [Redacted Builder/Agency] communities across Adel, Altoona, Ankeny, Bondurant, Clive, Elkhart, Granger, Grimes, Norwalk, Pella, and Waukee.",199,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
28d5af8f0a3aad,Multi-Family,,189000.0,Mid-Entry ($150-250K),43.47,4348.0,11761.0,Large (0.25-1 acre),5,3,,,,5BR / 3BA,,,Unknown,0,"Investment Opportunity in Winfield Iowa! Located just 30 minutes from Iowa City, this triplex in Winfield offers multiple income streams and great potential for investors or owner-occupants. The property includes a 3 bed, 1 bath unit, a 2 bed, 1 bath unit, and a studio apartment! Outside you'll find ample parking for all tenants, a fenced-in backyard, and newer vinyl siding with some updated windows. One of the standout features is the large 50x30 shop, complete with a bathroom, shower, washer & dryer, plus a loft area for additional storage! Whether you're looking to expand your rental portfolio or live in one unit while renting the others, this property offers strong income potential in a great location just outside Iowa City.",121,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
ab69349cd5965d,Single Family,,1449900.0,Luxury ($750K+),466.96,3105.0,20909.0,Large (0.25-1 acre),6,6,2,4,2,6BR / 6BA,2025,1,New Build (0-2 yrs),1,"Experience exceptional craftsmanship & timeless design. Introducing the Highland Park Plan by KRM, where luxury meets functionality in this stunning 1.5-story home. Almost 4800 sq ft total finish. With 6 bedrooms, 6 bathrooms, a finished walkout lower level, & a 4-car garage, this home delivers impressive space & style for both everyday living & entertainment. From the moment you enter, elevated design details set the tone. The great room is filled with natural light from large windows & anchored by a striking fireplace, flowing seamlessly into a chef-inspired kitchen with high-end appliances, a massive walk-in pantry, & an oversized island designed for gatherings. Just off the dining area, a screened-in covered deck offers the perfect spot to relax or entertain outdoors. The main-floor primary suite is a private retreat featuring a spa-like bath with a soaker tub, double vanity, tiled walk-in shower, and a spacious walk-in closet connected to the laundry room. An office & half bath complete the main level. Upstairs you'll find 3 bedrooms, 3 bathrooms, and a convenient laundry room. The finished walkout lower level offers even more gorgeous details, with a large family room, wet bar, two additional bedrooms, & bathrooms, perfect for guests or hosting game nights. Another highlight is the home backs to tress offering a serene setting. Thoughtful design. Premium finishes. Endless space to live, work, & unwind. Don't miss the opportunity to make this exceptional home your own.",236,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
36661a207b15ae,Single Family,,634696.0,Premium ($500-750K),190.37,3334.0,20038.0,Large (0.25-1 acre),5,3,3,3,,5BR / 3BA,2025,1,New Build (0-2 yrs),1,,0,No Description,Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
dd0fd699e17e2e,Single Family,,367990.0,Upper-Mid ($350-500K),245.65,1498.0,8538.0,Standard (3K-10.9K sqft / <0.25ac),3,2,1,3,1,3BR / 2BA,2026,0,New Build (0-2 yrs),1,"Welcome to the [Redacted Person] in Three Lakes - a charming ranch-style home offering 1,498 sq. ft. of thoughtfully designed living space with 3 bedrooms and 2 bathrooms. Step into a bright foyer that leads past two spacious secondary bedrooms and a full bath-perfect for family, guests, or a home office setup. The heart of the home is the open-concept kitchen featuring white cabinetry, stainless steel appliances, a generous island, and ample counter space for cooking and entertaining. The adjoining great room offers large windows that fill the space with natural light and a cozy electric fireplace, making it the ideal gathering place. Tucked privately at the back of the home, the primary suite includes a dual-sink vanity, walk-in shower, and a spacious walk-in closet. This home offers comfort, functionality, and style in one beautiful package-plus an unfinished basement for future expansion. [Redacted Contact] a personal tour! Ask about builder incentives with preferred lender. Photos similar to.",157,Rich (150+ words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
094c3bed269f27,Condo,condo,235000.0,Mid-Entry ($150-250K),177.22,1326.0,,Unknown,2,2,2,2,,2BR / 2BA,2024,2,New Build (0-2 yrs),1,NEW CVONSTRUCTION! 1 unit now ready for you! 0 lot line condo in Belle Plaine. 2 bedrooms 2 full baths. spacious 1326 [Redacted Person] FT with finished 2 stall garage. Master bedroom and bath have a large walk in closet. Beautiful spacious open great room/kitchen that features lovely white cupboards. Large island and Corin counter tops. Its furnished with Amana stainless steel appliances. Luxury vinal floor covering through the entire condo for easy care. Just off the kitchen is a sliding patio door to your private deck. Nothing like this in Belle Plaine!,93,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
c3032bc5f9f372,Condo,condo,120000.0,Affordable ($100-150K),146.34,820.0,,Unknown,2,1,1,,,2BR / 1BA,1995,31,Established (26-50 yrs),0,"Enjoy easy living in this attractive 2-bedroom, 1-bath condo offering stylish updates and move-in condition. New LVP flooring adds a fresh, modern touch to the living room and kitchen. The spacious kitchen features stainless steel appliances and a pantry for excellent storage, while the primary bedroom includes a walk-in closet. Washer and dryer can remain, making this home even more convenient. Exterior updates include new siding, roof, and carports, along with an additional storage area. This is a fantastic opportunity to own an updated condo in a well-kept community where one owner may own up to 2 properties, and most units are owner-occupied. Reserved items are all decorative shelves, living room curtains, hooks, and the microwave. Please allow 24 hours' notice to show. Tenant will be moving out at the end of June. HOA fees are $180/month with ACH or $185/month without ACH.",143,Standard (80-150 words),Iowa MLS-Style Active Listings (Public),2026-04-24,v1.0
